zotero_key,folder_path,pdf_filename,title,file_size_mb,pages,words_per_page,classification
"XV8JE4XQ","/home/nathan/Desktop/zotero-storage-copy/XV8JE4XQ","Bull - 2002 - The South.pdf","Bull - 2002 - The South.pdf",12.6,32,1.0,MINIMAL_TEXT
"MHQSNLVU","/home/nathan/Desktop/zotero-storage-copy/MHQSNLVU","lapolitiqueorie00ursugoog.pdf","lapolitiqueorie00ursugoog.pdf",12.2,224,0.0,IMAGE_ONLY
"ZBH5H6QU","/home/nathan/Desktop/zotero-storage-copy/ZBH5H6QU","fleischer-ch10.pdf","fleischer-ch10.pdf",2.0,20,0.0,IMAGE_ONLY
"G5P87E8M","/home/nathan/Desktop/zotero-storage-copy/G5P87E8M","fleischer-ch4.pdf","fleischer-ch4.pdf",6.3,58,0.0,IMAGE_ONLY
"XVICWEGR","/home/nathan/Desktop/zotero-storage-copy/XVICWEGR","Belmessous - 2005 - Assimilation and Racialism in Seventeenth and Eigh.pdf","JSTOR Full Text PDF",5.2,29,25.4,MINIMAL_TEXT
"73V38NCM","/home/nathan/Desktop/zotero-storage-copy/73V38NCM","Les Navigations de Nicolas de Nicolay.pdf","Les Navigations de Nicolas de Nicolay.pdf",12.8,365,0.0,IMAGE_ONLY
"Z3SZJNF7","/home/nathan/Desktop/zotero-storage-copy/Z3SZJNF7","Makdisi - 2002 - Ottoman Orientalism.pdf","JSTOR Full Text PDF",0.7,30,0.0,IMAGE_ONLY
"ACDKDBP3","/home/nathan/Desktop/zotero-storage-copy/ACDKDBP3","fleischer-ch5.pdf","fleischer-ch5.pdf",4.4,46,0.0,IMAGE_ONLY
"SLTRT7DB","/home/nathan/Desktop/zotero-storage-copy/SLTRT7DB","Benedict - 2002 - The Wars of Religion, 1562-1598.pdf","Benedict - 2002 - The Wars of Religion; 1562-1598.pdf",8.0,29,1.0,MINIMAL_TEXT
"UWA9IJV8","/home/nathan/Desktop/zotero-storage-copy/UWA9IJV8","Tonnies.pdf","Tonnies.pdf",1.1,24,0.0,IMAGE_ONLY
"RIADT9AI","/home/nathan/Desktop/zotero-storage-copy/RIADT9AI","Casale - 2007 - Global Politics in the 1580s One Canal, Twenty Th.pdf","JSTOR Full Text PDF",0.9,31,24.4,MINIMAL_TEXT
"P8VTJQQT","/home/nathan/Desktop/zotero-storage-copy/P8VTJQQT","Commentaires_de_messire_Blaise_de_Montlu.pdf","Commentaires_de_messire_Blaise_de_Montlu.pdf",45.8,1298,0.0,IMAGE_ONLY
"R7MVJUWR","/home/nathan/Desktop/zotero-storage-copy/R7MVJUWR","Deny and Laroch-Lexpedition en provence.pdf","Deny and Laroch-Lexpedition en provence.pdf",23.4,51,0.0,IMAGE_ONLY
"ZLYSZLU5","/home/nathan/Desktop/zotero-storage-copy/ZLYSZLU5","Muhimme 107.pdf","Muhimme 107.pdf",3.9,86,0.0,IMAGE_ONLY
"BF88EXXG","/home/nathan/Desktop/zotero-storage-copy/BF88EXXG","fleischer-ch12.pdf","fleischer-ch12.pdf",1.5,18,0.0,IMAGE_ONLY
"HXF89J9M","/home/nathan/Desktop/zotero-storage-copy/HXF89J9M","Muhimme 3 [ed. Tas, MA].pdf","Muhimme 3 [ed. Tas; MA].pdf",12.8,241,0.0,IMAGE_ONLY
"PDCABGLE","/home/nathan/Desktop/zotero-storage-copy/PDCABGLE","fleischer-ch11.pdf","Unknown Title",2.1,20,0.0,IMAGE_ONLY
"UKXE6NSX","/home/nathan/Desktop/zotero-storage-copy/UKXE6NSX","Caron - 2011 - Reading the Power of Printed Orality in Afghanista.pdf","Project MUSE Full Text PDF",0.2,0,0.0,IMAGE_ONLY
"SNCQ9CYQ","/home/nathan/Desktop/zotero-storage-copy/SNCQ9CYQ","Vindry_1903_Les ambassadeurs français permanents au XVIe siècle - Fleury Vindry.pdf","Vindry_1903_Les ambassadeurs français permanents au XVIe siècle - Fleury Vindry.pdf",2.9,62,0.3,MINIMAL_TEXT
"24ZH4QQH","/home/nathan/Desktop/zotero-storage-copy/24ZH4QQH","Registre des lettres et dépêches adressées par And.pdf","Registre des lettres et dépêches adressées par And.pdf",81.3,626,0.0,IMAGE_ONLY
"XHN2V337","/home/nathan/Desktop/zotero-storage-copy/XHN2V337","Muhimme 63-YOK (1587-1588).pdf","Muhimme 63-YOK (1587-1588).pdf",7.4,132,0.0,IMAGE_ONLY
"6TJRRSC5","/home/nathan/Desktop/zotero-storage-copy/6TJRRSC5","Oraison_escripte_aux_Seigneurs_et_a_tous.pdf","Oraison_escripte_aux_Seigneurs_et_a_tous.pdf",4.0,80,0.0,IMAGE_ONLY
"G4WN2AKA","/home/nathan/Desktop/zotero-storage-copy/G4WN2AKA","fleischer-appendixB.pdf","fleischer-appendixB.pdf",0.3,4,0.0,IMAGE_ONLY
"B4GCAM3M","/home/nathan/Desktop/zotero-storage-copy/B4GCAM3M","fleischer-biblio.pdf","fleischer-biblio.pdf",0.8,12,0.0,IMAGE_ONLY
"NVW7E9EL","/home/nathan/Desktop/zotero-storage-copy/NVW7E9EL","I_Documenti_turchi_dellArchivio_di_Stato.pdf","I_Documenti_turchi_dellArchivio_di_Stato.pdf",4.6,193,2.0,MINIMAL_TEXT
"EN6EA3NB","/home/nathan/Desktop/zotero-storage-copy/EN6EA3NB","Fr 15870.pdf","Fr 15870.pdf",45.1,236,0.0,IMAGE_ONLY
"6227ASQ2","/home/nathan/Desktop/zotero-storage-copy/6227ASQ2","Peterson - 2022 - Sacred Rivals Catholic Missions and the Making of.pdf","Half Title",0.2,3,0.0,IMAGE_ONLY
"QNXW9DBZ","/home/nathan/Desktop/zotero-storage-copy/QNXW9DBZ","fleischer-ch1.pdf","fleischer-ch1.pdf",2.9,28,0.0,IMAGE_ONLY
"5UUME6DT","/home/nathan/Desktop/zotero-storage-copy/5UUME6DT","Dickerman and Walker - 2000 - Missions Impossible Pomponne de Bellièvre and the.pdf","Dickerman and Walker - 2000 - Missions Impossible Pomponne de Bellièvre and the.pdf",1.1,19,13.5,MINIMAL_TEXT
"IQPM7VMS","/home/nathan/Desktop/zotero-storage-copy/IQPM7VMS","Francais 4125.pdf","Francais 4125.pdf",201.2,232,0.0,IMAGE_ONLY
"9XJ4PIWC","/home/nathan/Desktop/zotero-storage-copy/9XJ4PIWC","Sutherland_1984_Princes, politics, and religion, 1547-1589.pdf","Sutherland_1984_Princes; politics; and religion; 1547-1589.pdf",6.2,269,0.0,IMAGE_ONLY
"IAW7EAPL","/home/nathan/Desktop/zotero-storage-copy/IAW7EAPL","Poulle--Paleographie des ecritures cursives en france du xv au xvii siecle.pdf","Unknown Title",47.1,112,0.0,IMAGE_ONLY
"PH9RPZ4P","/home/nathan/Desktop/zotero-storage-copy/PH9RPZ4P","FR 15870-part 1.pdf","FR 15870-part 1.pdf",108.8,522,0.0,IMAGE_ONLY
"LXQNIZ7A","/home/nathan/Desktop/zotero-storage-copy/LXQNIZ7A","NAF 6982 Lettres de Hurault de Maisse.pdf","NAF 6982 Lettres de Hurault de Maisse.pdf",673.1,337,0.0,IMAGE_ONLY
"KIPBDJIG","/home/nathan/Desktop/zotero-storage-copy/KIPBDJIG","Kafadar-The Question of Ottoman Decline.pdf","Kafadar-The Question of Ottoman Decline.pdf",2.2,24,0.0,IMAGE_ONLY
"BPFXLVK2","/home/nathan/Desktop/zotero-storage-copy/BPFXLVK2","Yirmisekiz. 1720. Fransa Sefaretnamesi.pdf","Yirmisekiz. 1720. Fransa Sefaretnamesi.pdf",6.8,85,0.0,IMAGE_ONLY
"TF65LMGS","/home/nathan/Desktop/zotero-storage-copy/TF65LMGS","Sugar_2012_Southeastern Europe under Ottoman Rule, 1354-1804.pdf","Sugar_2012_Southeastern Europe under Ottoman Rule; 1354-1804.pdf",13.7,393,0.0,IMAGE_ONLY
"BBXHZHVZ","/home/nathan/Desktop/zotero-storage-copy/BBXHZHVZ","Davis_1976_Women's History in Transition.pdf","Unknown Title",2.4,22,22.5,MINIMAL_TEXT
"PCLMXMQU","/home/nathan/Desktop/zotero-storage-copy/PCLMXMQU","fleischer-ch11.pdf","fleischer-ch11.pdf",2.1,20,0.0,IMAGE_ONLY
"RTQID6QZ","/home/nathan/Desktop/zotero-storage-copy/RTQID6QZ","Francais 7091.pdf","Francais 7091.pdf",69.8,459,0.0,IMAGE_ONLY
"INWBTBWN","/home/nathan/Desktop/zotero-storage-copy/INWBTBWN","Fr 7092-Memoires et Lettres de M. Petremol.pdf","Fr 7092-Memoires et Lettres de M. Petremol.pdf",72.3,553,0.0,IMAGE_ONLY
"EE7VXG84","/home/nathan/Desktop/zotero-storage-copy/EE7VXG84","Tarih-i Selaniki.pdf","Tarih-i Selaniki.pdf",19.3,384,42.9,MINIMAL_TEXT
"D3AYTM4J","/home/nathan/Desktop/zotero-storage-copy/D3AYTM4J","Fleischer_1986_Bureaucrat and intellectual in the Ottoman Empire.pdf","Unknown Title",0.3,4,0.0,IMAGE_ONLY
"8X5UIDYQ","/home/nathan/Desktop/zotero-storage-copy/8X5UIDYQ","fleischer-ch3.pdf","Unknown Title",4.1,39,0.0,IMAGE_ONLY
"MLDGR7BT","/home/nathan/Desktop/zotero-storage-copy/MLDGR7BT","Understanding diversity and mentoring diverse students.pdf","Understanding diversity and mentoring diverse students.pdf",0.5,26,44.2,MINIMAL_TEXT
"I4SY92HM","/home/nathan/Desktop/zotero-storage-copy/I4SY92HM","Henri Pirenne - Mohammed and Charlemagne (1959).pdf","Henri Pirenne - Mohammed and Charlemagne (1959).pdf",20.9,146,0.0,IMAGE_ONLY
"PEJDL2B3","/home/nathan/Desktop/zotero-storage-copy/PEJDL2B3","An_Ottoman_Report_about_Martin_Luther-- Christine Isom-Verhaaren.pdf","An_Ottoman_Report_about_Martin_Luther-- Christine Isom-Verhaaren.pdf",1.2,11,0.0,IMAGE_ONLY
"56PHA8W7","/home/nathan/Desktop/zotero-storage-copy/56PHA8W7","Citlak_Aysegul_Osmanli-Fransa iliskileri_Muteferrika Suleyman Aga'nin Fransa Elciligi_1669-1670_MA.pdf","Citlak_Aysegul_Osmanli-Fransa iliskileri_Muteferrika Suleyman Aga'nin Fransa Elciligi_1669-1670_MA.pdf",4.6,91,0.0,IMAGE_ONLY
"3WN3CXKH","/home/nathan/Desktop/zotero-storage-copy/3WN3CXKH","Muhımme 91 (1646-1647).pdf","Muhımme 91 (1646-1647).pdf",53.5,515,0.0,IMAGE_ONLY
"5E48NF8Q","/home/nathan/Desktop/zotero-storage-copy/5E48NF8Q","Muhimme 51 (1583).pdf","Muhimme 51 (1583).pdf",23.0,164,0.0,IMAGE_ONLY
"XUBEJCTB","/home/nathan/Desktop/zotero-storage-copy/XUBEJCTB","fleischer-ch9.pdf","fleischer-ch9.pdf",1.7,18,0.0,IMAGE_ONLY
"GR3LU674","/home/nathan/Desktop/zotero-storage-copy/GR3LU674","calendarstatepa00browgoog.pdf","calendarstatepa00browgoog.pdf",33.2,742,0.0,IMAGE_ONLY
"LLNU7WJR","/home/nathan/Desktop/zotero-storage-copy/LLNU7WJR","Muhimme 888.pdf","Muhimme 888.pdf",45.2,531,0.0,IMAGE_ONLY
"LBXY7GVI","/home/nathan/Desktop/zotero-storage-copy/LBXY7GVI","Poulle--Paleographie des ecritures cursives en france du xv au xvii siecle.pdf","Poulle--Paleographie des ecritures cursives en france du xv au xvii siecle.pdf",47.1,112,0.0,IMAGE_ONLY
"WAMZQJUY","/home/nathan/Desktop/zotero-storage-copy/WAMZQJUY","Muhimme 13 Zeyli (1727).pdf","Muhimme 13 Zeyli (1727).pdf",13.8,281,0.0,IMAGE_ONLY
"KULC6BGQ","/home/nathan/Desktop/zotero-storage-copy/KULC6BGQ","Merriman - 2010 - Industrial Revolution [precondition excerpts].pdf","Unknown Title",7.1,34,0.0,IMAGE_ONLY
"365UWQQK","/home/nathan/Desktop/zotero-storage-copy/365UWQQK","Grande - Striker Finishing Drills.pdf","PDF",5.7,7,35.9,MINIMAL_TEXT
"BYACUAXR","/home/nathan/Desktop/zotero-storage-copy/BYACUAXR","Merriman - 2010 - Industrial Revolution [Consequences excerpts].pdf","Unknown Title",2.4,14,0.0,IMAGE_ONLY
"XTEYTFDX","/home/nathan/Desktop/zotero-storage-copy/XTEYTFDX","Muhimme 44 (1580-1583).pdf","Muhimme 44 (1580-1583).pdf",15.6,239,2.0,MINIMAL_TEXT
"CK3DKZGJ","/home/nathan/Desktop/zotero-storage-copy/CK3DKZGJ","Peterson - 2022 - Sacred Rivals Catholic Missions and the Making of.pdf","Title Page",0.5,2,44.0,MINIMAL_TEXT
"C7S7MA6R","/home/nathan/Desktop/zotero-storage-copy/C7S7MA6R","Samples from treaties from the ottoman archives.pdf","Samples from treaties from the ottoman archives.pdf",38.3,276,0.0,IMAGE_ONLY
"I5DHZ9B9","/home/nathan/Desktop/zotero-storage-copy/I5DHZ9B9","Colonization, Piracy, and Trade - Unknown.pdf","Colonization; Piracy; and Trade - Unknown.pdf",2.4,263,0.0,IMAGE_ONLY
"3LUG5H9R","/home/nathan/Desktop/zotero-storage-copy/3LUG5H9R","Muhimme 68-YOK (1589-1590).pdf","Muhimme 68-YOK (1589-1590).pdf",8.4,212,0.0,IMAGE_ONLY
